text,category,char_length,word_count
I want to transfer some money from my other bank account into this one.,transfer_into_account,71,14
"Hello. I bought an item a while ago, and have since requested a refund. However, upon checking my online statements, it seems that I haven't been issued a refund yet. How can this be remedied?",Refund_not_showing_up,192,35
what is the correct exchange rate for getting cash,wrong_exchange_rate_for_cash_withdrawal,50,9
Is there a fee for a SEPA transfer,top_up_by_bank_transfer_charge,34,8
"my card details could be stolen, as i didnt make these transactions",compromised_card,67,12
"I asked for $40 and I only received $20, what happened?",wrong_amount_of_cash_received,55,11
I was just going over my transactions for the past couple of months and noticed a large type charge that I know I did not make. Even though it's been a while can I please still dispute this?,direct_debit_payment_not_recognised,190,38
How do I change the PIN?,change_pin,24,6
Why isn't my refund showing up in my statement?,Refund_not_showing_up,47,9
My new card isn't here and it was issued a week ago.,card_arrival,52,12
My card shows a cash withdrawal I don't recognize.,cash_withdrawal_not_recognised,50,9
Can I use my virtual card to complete transactions for memberships?,virtual_card_not_working,67,11
Do I need to do anything? My phone was stolen yesterday.,lost_or_stolen_phone,56,11
"My mother deposited a cheque into my account last week, why is it still not showing up?",balance_not_updated_after_cheque_or_cash_deposit,87,17
When will it be delivered to the US?,card_delivery_estimate,36,8
How many incorrect attempts cause card to be blocked?,pin_blocked,53,9
"The exchange rate given to me after a purchase, was incorrect",card_payment_wrong_exchange_rate,61,11
Where do I need to go to change my PIN?,change_pin,39,10
"I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received.",pending_cash_withdrawal,295,54
Why is the cash not showing in my account for the check I deposited?,balance_not_updated_after_cheque_or_cash_deposit,68,14
What types of foreign money can be used with this service.?,fiat_currency_support,59,11
Where did the 1 fee in my statement come from,extra_charge_on_statement,45,10
I sent money to my family last Friday but they don't have it.,transfer_not_received_by_recipient,61,13
The system is showing your account as active.,neutral,45,8
What currencies can I have?,fiat_currency_support,27,5
Am I able to top up with Apple Pay?,apple_pay_or_google_pay,35,9
Google Pay won't let me top up.,apple_pay_or_google_pay,31,7
"I transferred money to a receiver within the EU and they received a lesser amount than expected. Now I will have to send additional money to the receiver in order to make up the difference. I'm not sure what went wrong, can you please advise?",transfer_fee_charged,242,45
Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,lost_or_stolen_card,123,24
Are bank transfers immediate?,balance_not_updated_after_bank_transfer,29,4
What is the length of a transaction completion?,transfer_not_received_by_recipient,47,8
I did a transfer and I was charged a fee that shouldn't be there!,transfer_fee_charged,65,14
I do I top up from my Apple Watch?,apple_pay_or_google_pay,34,9
What are the current exchange rates?,exchange_rate,36,6
I need help fixing my contactless. It's not working anywhere I go today.,contactless_not_working,72,13
What are Interbanks current exchange rates?,exchange_rate,43,6
Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything.,Refund_not_showing_up,190,34
I would like to get a Visa card,visa_or_mastercard,31,8
Are there any limits to were my card is accepted?,card_acceptance,49,10
Where do I go to change my PIN?,change_pin,31,8
Why was my card payment reversed?,reverted_card_payment?,33,6
My identity verification is not working.,unable_to_verify_identity,40,6
Why has my card been declined?,declined_card_payment,30,6
My transfer was declined. What might the reason be?,declined_transfer,51,9
I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.,pending_top_up,142,28
Please explain your exchange rate policy.,exchange_rate,41,6
"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient,227,41
Why does a top- up need to be verify?,verify_top_up,37,9
How do I add my card to the app once I get it?,card_linking,46,13
What currency can I use to pay for a top up?,supported_cards_and_currencies,44,11
Please help me with the activation of the new card.,activate_my_card,51,10
What is going on with it saying my card payment was declined?,declined_card_payment,61,12
"After my checque or cash deposit, my balance didn't update.",balance_not_updated_after_cheque_or_cash_deposit,59,10
there were two of the same charge to my account,transaction_charged_twice,47,10
There are a couple of payments with my card shown in the app that I really didn't make myself. What's going on with this?,card_payment_not_recognised,121,24
"I transferred a payment a couple days ago and it shows done, but it has not been received. Could you please help me?",transfer_not_received_by_recipient,116,23
I was unable to activate my card.,activate_my_card,33,7
What are the steps for changing my passcode?,passcode_forgotten,44,8
what is the time frame for transfers,transfer_timing,36,7
I put money in my account a week ago but its still not there?? What happened to my money?,balance_not_updated_after_cheque_or_cash_deposit,89,19
I need to know what your exchange rates are.,exchange_rate,44,9
Help me verify my identification.,unable_to_verify_identity,33,5
Is there an exchange rate?,exchange_rate,26,5
I am not seeing recent cash withdrawal on my account.,pending_cash_withdrawal,53,10
Can I order a new card by phone?,card_about_to_expire,32,8
I believe that someone is using my card without my knowledge!,compromised_card,61,11
What is the time frame for european transfers?,transfer_timing,46,8
I just had a wedding and I want to take my spouses name.,edit_personal_details,56,13
I tried to used my card in a shop and the transaction was declined.,declined_card_payment,67,14
Can you tell me how to get a disposable virtual card?,get_disposable_virtual_card,53,11
"I topped up last night but don't have any funds, why not?",pending_top_up,57,12
What's the expected wait time to recieve my new card?,card_arrival,53,10
I tried to transfer but it was declined,declined_transfer,39,8
"I couldn't transfer money to my bank, why not?",beneficiary_not_allowed,46,9
"I should only have one charge, but it shows two.",transaction_charged_twice,48,10
Why did you give me so little currency?,wrong_exchange_rate_for_cash_withdrawal,39,8
Is it possible for me to set up separate accounts for my kids?,age_limit,62,13
Can I have more than one card?,getting_spare_card,30,7
How can I verify my source of funds?,verify_source_of_funds,36,8
Can I order a new card to China?,card_about_to_expire,32,8
"I accidentally chose to exchange GBP, but I need to pick AUD. How can I change it?",exchange_via_app,82,17
